item_nbr	dayOfWeek	unit_sales
114800	3	0.32463768115942027
114800	4	0.3804347826086956
114800	5	0.25362318840579706
114800	6	1.0
115267	0	0.5021739130434782
115267	1	0.29565217391304344
115267	2	0.5905138339920949
115267	3	0.4826086956521739
115267	4	0.2845849802371541
115267	5	0.7669565217391304
115267	6	1.0
115611	0	0.8480364257256686
115611	1	0.8764940239043825
115611	2	0.7201961385228317
115611	3	0.4273813835566823
115611	4	0.7609561752988048
115611	5	0.8565737051792828
115611	6	1.0
115693	0	0.8888888888888888
115693	1	0.5037037037037037
115693	2	0.7111111111111111
115693	3	0.34567901234567905
115693	4	0.4074074074074074
115693	5	1.0
115693	6	0.6137566137566138
115720	0	0.6141732283464566
115720	1	0.39238845144356954
115720	2	0.5573053368328958
115720	3	0.4724409448818897
115720	4	0.4606299212598425
115720	5	0.6909448818897638
115720	6	1.0
115847	0	0.0
115847	1	0.0
115847	2	0.2
115847	3	0.0
115847	4	0.4
115847	5	1.0
115847	6	0.33333333333333337
115850	0	0.22727272727272727
115850	1	0.3939393939393939
115850	2	0.45454545454545453
115850	3	0.47607655502392343
115850	4	1.0
115850	5	0.6919191919191919
115850	6	0.6590909090909091
115891	0	0.468384074941452
115891	1	0.8805620608899297
115891	2	0.6819672131147542
115891	3	0.4496487119437939
115891	4	0.4983606557377049
115891	5	1.0
115891	6	0.9034608378870674
115892	0	0.6274509803921569
115892	1	0.6708898944193062
115892	2	0.6384204031262855
115892	3	0.5212669683257919
115892	4	0.3257918552036199
115892	5	0.8894634776987719
115892	6	1.0
115893	0	0.939180537772087
115893	1	0.5577464788732395
115893	2	0.39839034205231383
115893	3	0.7098591549295774
115893	4	0.4295774647887324
115893	5	1.0
115893	6	0.37451984635083224
115894	0	1.0
115894	1	0.7724940805051302
115894	2	0.41954419889502764
115894	3	0.5505130228887135
115894	4	0.4273135359116022
115894	5	0.6721915285451197
115894	6	0.4558011049723757
116017	0	0.7941176470588235
116017	1	0.8035714285714286
116017	2	0.8469387755102041
116017	3	0.542016806722689
116017	4	0.7197802197802198
116017	5	0.7410714285714286
116017	6	1.0
116018	0	0.3157894736842105
116018	1	0.32330827067669177
116018	2	0.29824561403508776
116018	3	0.25506072874493924
116018	4	0.3713450292397661
116018	5	0.48803827751196177
116018	6	1.0
116279	0	0.2777777777777778
116279	1	0.5
116279	2	0.3666666666666667
116279	3	0.3333333333333333
116279	4	1.0
116279	5	0.4375
116279	6	0.5833333333333334
116311	0	0.1
116311	1	0.1
116311	2	0.2
116311	3	1.0
116311	4	0.1
116311	5	0.25
116311	6	0.2
119023	0	1.0
119023	1	0.9387755102040816
119023	2	0.9285714285714286
119023	3	0.5714285714285714
119023	4	0.4571428571428572
119023	5	0.9591836734693878
119023	6	0.8857142857142858
119024	0	0.7272727272727273
119024	1	1.0
119024	2	0.5227272727272727
119024	3	0.6060606060606061
119024	4	0.2
119024	5	0.7575757575757577
119024	6	0.8636363636363636
119026	0	0.004845338524767467
119026	1	0.0037854207224745835
119026	2	0.0056240536448193814
119026	3	0.0032755477272024968
119026	4	0.00742663494123585
119026	5	-1.0
119026	6	0.004999158795395005
119141	0	0.6274271844660194
119141	1	0.9611650485436893
119141	2	0.9967637540453076
119141	3	0.8970873786407768
119141	4	0.48651564185544766
119141	5	0.8143203883495146
119141	6	1.0
119187	0	1.0
119187	1	0.8
119187	2	0.4
119187	3	0.8
119187	4	0.3692307692307692
119187	5	0.6962962962962963
119187	6	0.8666666666666667
119191	0	0.6
119191	1	1.0
119191	2	0.57
119191	3	0.8399999999999999
119191	4	0.525
119191	5	0.6
119191	6	0.3
119193	0	0.5370370370370371
119193	1	1.0
119193	2	0.7777777777777778
119193	3	0.5
119193	4	0.5277777777777778
119193	5	0.7222222222222222
119193	6	0.8888888888888888
119624	0	0.32939322301024426
119624	1	0.46808510638297873
119624	2	0.3900709219858156
119624	3	1.0
119624	4	0.526595744680851
119624	5	0.8358662613981762
119624	6	0.4160756501182033
121964	0	0.6
121964	1	0.6
121964	2	0.8999999999999999
121964	3	0.6
121964	4	0.8999999999999999
121964	5	1.0
121964	6	0.8399999999999999
122095	0	1.0
122095	1	0.515625
122095	2	0.84375
122095	3	0.31250000000000006
122095	4	0.75
122095	5	0.84375
122095	6	0.328125
122418	0	0.0
122418	1	0.0
122418	2	0.14634146341463414
122418	3	0.10975609756097561
122418	4	0.4878048780487805
122418	5	1.0
122418	6	0.34959349593495936
122419	0	0.8333333333333333
122419	1	0.6349206349206349
122419	2	0.47619047619047616
122419	3	0.6851851851851852
122419	4	0.6790123456790124
122419	5	1.0
122419	6	0.8333333333333333
122425	0	0.8666666666666666
122425	1	0.58
122425	2	0.575
122425	3	0.5
122425	4	0.4444444444444445
122425	5	0.8
122425	6	1.0
123347	0	0.42490842490842495
123347	1	0.9523809523809524
123347	2	0.5897435897435898
123347	3	0.46153846153846156
123347	4	0.3076923076923077
123347	5	0.717948717948718
123347	6	1.0
123601	0	0.8054347826086957
123601	1	0.5652173913043479
123601	2	0.6123188405797101
123601	3	0.5181159420289855
123601	4	0.34884510869565216
123601	5	0.4642857142857143
123601	6	1.0
123602	0	1.0
123602	1	0.076346284935242
123602	2	0.05725971370143149
123602	3	0.049079754601226995
123602	4	0.0408997955010225
123602	5	0.11919368974583698
123602	6	0.08588957055214724
123927	0	0.42857142857142855
123927	1	1.0
123927	2	0.4
123927	3	0.3333333333333333
123927	4	0.5416666666666666
123927	5	0.5
123927	6	0.85
125430	0	0.1111111111111111
125430	1	0.28703703703703703
125430	2	0.6049382716049383
125430	3	0.2592592592592593
125430	4	0.3541666666666667
125430	5	0.4097222222222222
125430	6	1.0
127534	0	0.3847736625514403
127534	1	0.5205761316872427
127534	2	0.5771604938271605
127534	3	1.0
127534	4	0.5092592592592593
127534	5	0.8487654320987654
127534	6	0.4888888888888889
127547	0	0.5274725274725275
127547	1	0.6153846153846154
127547	2	0.7884615384615384
127547	3	0.1346153846153846
127547	4	0.6153846153846154
127547	5	0.40384615384615385
127547	6	1.0
129296	0	0.6841294298921418
129296	1	0.5338983050847458
129296	2	0.7211093990755008
129296	3	0.4271186440677966
129296	4	0.6101694915254237
129296	5	0.9799691833590138
129296	6	1.0
129297	0	0.5499999999999999
129297	1	0.9115384615384614
129297	2	0.6749999999999999
129297	3	0.48
129297	4	0.5357142857142857
129297	5	1.0
129297	6	0.775
129635	0	0.6166237113402062
129635	1	0.6867124856815578
129635	2	0.4455081001472754
129635	3	0.40068728522336766
129635	4	0.6075110456553755
129635	5	0.8190148911798396
129635	6	1.0
129758	0	0.5333333333333333
129758	1	0.4603174603174603
129758	2	0.4906204906204906
129758	3	0.42857142857142855
129758	4	0.4656084656084656
129758	5	0.30476190476190473
129758	6	1.0
129759	0	0.4666666666666666
129759	1	0.5555555555555556
129759	2	0.5416666666666666
129759	3	0.4666666666666666
129759	4	0.3703703703703704
129759	5	1.0
129759	6	0.6904761904761906
153078	0	0.9473684210526316
153078	1	0.21052631578947367
153078	2	0.6315789473684211
153078	3	0.5368421052631579
153078	4	0.31578947368421056
153078	5	0.5789473684210527
153078	6	1.0
153239	0	1.0
153239	1	0.8382126348228043
153239	2	0.759322033898305
153239	3	0.8542372881355932
153239	4	0.8316384180790961
153239	5	0.9984591679506933
153239	6	0.7272727272727272
153267	0	0.6482412060301508
153267	1	0.3316582914572864
153267	2	0.15891959798994976
153267	3	0.43184673366834175
153267	4	0.6633165829145728
153267	5	1.0
153267	6	0.5527638190954774
153395	0	1.0
153395	1	0.891826923076923
153395	2	0.6923076923076923
153395	3	0.6899038461538461
153395	4	0.9759615384615384
153395	5	0.7832167832167832
153395	6	0.9423076923076923
153398	0	0.6948571428571428
153398	1	0.704
153398	2	0.576
153398	3	0.416
153398	4	0.8448
153398	5	0.544
153398	6	1.0
155499	0	0.4
155499	1	0.12
155499	2	0.41600000000000004
155499	3	0.62
155499	4	0.32
155499	5	1.0
155499	6	0.34
155500	0	0.669926650366748
155500	1	0.5721271393643031
155500	2	0.9022004889975549
155500	3	0.6190709046454768
155500	4	0.6014669926650367
155500	5	0.9095354523227384
155500	6	1.0
155600	0	0.18823529411764706
155600	1	0.20168067226890754
155600	2	0.1411764705882353
155600	3	0.27058823529411763
155600	4	0.16339869281045752
155600	5	0.6352941176470589
155600	6	1.0
155601	0	0.6428571428571429
155601	1	0.6481481481481481
155601	2	0.6333333333333333
155601	3	0.40740740740740744
155601	4	0.5555555555555556
155601	5	0.9444444444444445
155601	6	1.0
155607	0	0.5076923076923078
155607	1	0.46153846153846156
155607	2	0.6923076923076924
155607	3	1.0
155607	4	0.8076923076923077
155607	5	0.9807692307692308
155607	6	0.576923076923077
155610	0	0.9642857142857143
155610	1	0.8863636363636364
155610	2	0.8333333333333334
155610	3	0.9
155610	4	1.0
155610	5	1.0
155610	6	0.6071428571428571
155621	0	0.9211822660098522
155621	1	1.0
155621	2	0.47413793103448276
155621	3	0.6827586206896552
155621	4	0.606896551724138
155621	5	0.812807881773399
155621	6	0.9103448275862069
155625	0	0.5454545454545454
155625	1	0.7467532467532466
155625	2	0.41666666666666663
155625	3	0.5
155625	4	0.7828282828282828
155625	5	1.0
155625	6	1.0
157956	0	0.5625
157956	1	0.46875
157956	2	1.0
157956	3	0.48750000000000004
157956	4	0.3333333333333333
157956	5	0.3375
157956	6	0.9375
158680	0	0.9444444444444444
158680	1	0.19444444444444445
158680	2	0.2962962962962963
158680	3	0.8518518518518519
158680	4	0.31746031746031744
158680	5	1.0
158680	6	0.8
158788	0	0.6545454545454545
158788	1	0.8693181818181819
158788	2	0.6306818181818182
158788	3	0.5181818181818182
158788	4	0.5181818181818182
158788	5	0.7090909090909091
158788	6	1.0
158789	0	0.11320754716981131
158789	1	0.5013477088948787
158789	2	0.7924528301886792
158789	3	0.9056603773584905
158789	4	0.2641509433962264
158789	5	0.8490566037735848
158789	6	1.0
158842	0	0.4137931034482759
158842	1	0.20689655172413796
158842	2	1.0
158842	3	0.4137931034482759
158842	4	0.8448275862068966
158842	5	0.4137931034482759
158842	6	0.25862068965517243
158875	0	0.43172690763052207
158875	1	0.46471600688468157
158875	2	1.0
158875	3	0.3373493975903614
158875	4	0.9036144578313252
158875	5	0.5662650602409638
158875	6	0.2610441767068273
158956	0	0.49
158956	1	0.35
158956	2	1.0
158956	3	0.3383333333333333
158956	4	0.7466666666666666
158956	5	0.7445454545454545
158956	6	0.73
159156	0	0.5072007416646357
159156	1	0.4326874543030408
159156	2	0.5382839447765688
159156	3	0.39959973047754227
159156	4	0.8447113672530213
159156	5	0.5689286482301836
159156	6	1.0
159242	0	0.8043478260869565
159242	1	0.6312399355877617
159242	2	0.3550724637681159
159242	3	0.428341384863124
159242	4	0.7665056360708534
159242	5	1.0
159242	6	0.5974235104669887
161288	0	0.6666666666666666
161288	1	0.7111111111111111
161288	2	0.2222222222222222
161288	3	0.6222222222222222
161288	4	0.4444444444444444
161288	5	0.8148148148148148
161288	6	1.0
162066	0	1.0
162066	1	0.48
162066	2	0.4945454545454545
162066	3	0.5133333333333333
162066	4	0.7781818181818181
162066	5	0.88
162066	6	0.5066666666666666
164036	0	0.39262820512820507
164036	1	0.24725274725274726
164036	2	0.8052884615384616
164036	3	0.4914529914529914
164036	4	0.2564102564102564
164036	5	1.0
164036	6	0.7264957264957265
164037	0	0.47027027027027024
164037	1	0.5135135135135135
164037	2	0.9382239382239381
164037	3	0.5405405405405406
164037	4	0.8378378378378378
164037	5	0.33243243243243237
164037	6	1.0
164088	0	0.49350649350649345
164088	1	0.5430932703659976
164088	2	0.5627705627705627
164088	3	0.3116883116883117
164088	4	0.4329004329004329
164088	5	0.670995670995671
164088	6	1.0
164647	0	0.6126126126126127
164647	1	0.8828828828828829
164647	2	0.6414414414414414
164647	3	0.3861003861003861
164647	4	0.2997542997542998
164647	5	0.4540540540540541
164647	6	1.0
165550	0	0.6479750778816199
165550	1	0.2082777036048064
165550	2	0.508071367884452
165550	3	0.20249221183800623
165550	4	0.28855140186915884
165550	5	0.36080430472953834
165550	6	1.0
165551	0	0.1568627450980392
165551	1	0.13725490196078433
165551	2	0.3137254901960784
165551	3	0.37254901960784315
165551	4	0.888888888888889
165551	5	0.8571428571428572
165551	6	1.0
165553	0	0.7358490566037735
165553	1	0.42048517520215634
165553	2	0.6037735849056604
165553	3	0.490566037735849
165553	4	0.4952830188679245
165553	5	0.8915094339622641
165553	6	1.0
165594	0	0.397212543554007
165594	1	0.6822299651567945
165594	2	0.4843205574912892
165594	3	0.5892857142857143
165594	4	0.48548199767711964
165594	5	0.7320557491289199
165594	6	1.0
165693	0	0.8476190476190477
165693	1	0.38571428571428573
165693	2	0.9942857142857143
165693	3	0.5922077922077923
165693	4	0.6935064935064936
165693	5	1.0
165693	6	0.9523809523809524
165704	0	0.2926587301587302
165704	1	0.5158730158730158
165704	2	0.551948051948052
165704	3	0.6114718614718615
165704	4	0.6043956043956044
165704	5	1.0
165704	6	0.5987394957983193
165705	0	0.49411764705882355
165705	1	0.37254901960784315
165705	2	1.0
165705	3	0.5882352941176471
165705	4	0.5378151260504201
165705	5	0.4313725490196078
165705	6	0.8941176470588235
165718	0	0.40869565217391307
165718	1	0.17753623188405798
165718	2	0.6040133779264215
165718	3	0.42608695652173917
165718	4	0.42608695652173917
165718	5	1.0
165718	6	0.7968379446640318
165727	0	0.4
165727	1	0.8800000000000001
165727	2	0.7
165727	3	0.44000000000000006
165727	4	0.37142857142857144
165727	5	0.76
165727	6	1.0
165988	0	0.9030425963488844
165988	1	1.0
165988	2	0.8582375478927203
165988	3	0.8275862068965517
165988	4	0.7187739463601532
165988	5	0.9252873563218391
165988	6	0.9517241379310345
167437	0	0.5842696629213483
167437	1	0.29213483146067415
167437	2	0.42696629213483145
167437	3	0.0
167437	4	0.449438202247191
167437	5	1.0
167437	6	0.8089887640449438
168927	0	0.886039886039886
168927	1	0.9137529137529137
168927	2	0.7545787545787546
168927	3	0.45726495726495725
168927	4	0.34798534798534797
168927	5	0.876923076923077
168927	6	1.0
168930	0	0.18880000000000002
168930	1	1.0
168930	2	0.26239999999999997
168930	3	0.23466666666666666
168930	4	0.26057142857142856
168930	5	0.3072
168930	6	0.3786666666666667
168931	0	1.0
168931	1	0.6872727272727274
168931	2	0.6363636363636364
168931	3	0.6363636363636364
168931	4	0.6363636363636364
168931	5	0.6681818181818182
168931	6	0.890909090909091
168989	0	0.3448275862068966
168989	1	0.3842364532019705
168989	2	0.768472906403941
168989	3	0.5689655172413793
168989	4	1.0
168989	5	0.6724137931034483
168989	6	0.9051724137931035
169028	0	0.4346504559270517
169028	1	0.7689969604863222
169028	2	0.6143617021276596
169028	3	1.0
169028	4	0.624113475177305
169028	5	0.8581560283687943
169028	6	0.8425531914893618
169101	0	0.38333333333333336
169101	1	1.0
169101	2	0.275
169101	3	0.4666666666666667
169101	4	0.475
169101	5	0.4666666666666667
169101	6	0.4666666666666667
169104	0	0.8571428571428571
169104	1	0.0
169104	2	0.0
169104	3	0.42857142857142855
169104	4	1.0
169104	5	0.8571428571428571
169104	6	0.0
170791	0	0.6759259259259259
170791	1	0.6111111111111112
170791	2	0.4444444444444444
170791	3	0.5185185185185185
170791	4	0.5527065527065527
170791	5	1.0
170791	6	0.9206349206349207
171890	0	0.45394736842105265
171890	1	0.6631578947368421
171890	2	0.43421052631578944
171890	3	0.8763157894736843
171890	4	0.44999999999999996
171890	5	1.0
171890	6	0.9769736842105263
172184	0	0.7771428571428571
172184	1	0.64
172184	2	0.6933333333333332
172184	3	0.6222222222222222
172184	4	0.5828571428571429
172184	5	1.0
172184	6	0.6
172343	0	0.5559105431309903
172343	1	0.19879304224352148
172343	2	0.4240487946558234
172343	3	0.231629392971246
172343	4	0.4472843450479233
172343	5	1.0
172343	6	0.44089456869009586
172995	0	0.7777777777777778
172995	1	1.0
172995	2	0.0
172995	3	0.6666666666666666
172995	4	0.6666666666666666
172995	5	0.6666666666666666
172995	6	0.3333333333333333
173111	0	0.5282485875706215
173111	1	0.41172316384180796
173111	2	0.3845338983050848
173111	3	0.3728813559322034
173111	4	0.5884533898305085
173111	5	1.0
173111	6	0.47327249022164275
173113	0	0.6782608695652174
173113	1	0.808695652173913
173113	2	0.48447204968944096
173113	3	1.0
173113	4	0.4891304347826087
173113	5	0.717391304347826
173113	6	0.717391304347826
174081	0	0.22950819672131148
174081	1	0.30601092896174864
174081	2	0.3524590163934426
174081	3	0.27049180327868855
174081	4	0.39344262295081966
174081	5	0.4426229508196721
174081	6	1.0
176411	0	0.5
176411	1	0.75
176411	2	0.8333333333333334
176411	3	0.75
176411	4	1.0
176411	5	0.75
176411	6	0.5
177050	0	1.0
177050	1	0.6923076923076924
177050	2	0.23076923076923078
177050	3	0.3230769230769231
177050	4	0.23076923076923078
177050	5	0.4153846153846154
177050	6	0.3076923076923077
177395	0	0.47619047619047616
177395	1	0.5824175824175825
177395	2	0.5384615384615385
177395	3	0.4578754578754579
177395	4	0.4945054945054945
177395	5	1.0
177395	6	0.4945054945054945
179274	0	0.6091954022988506
179274	1	0.45977011494252873
179274	2	0.7189132706374086
179274	3	0.4367816091954023
179274	4	0.5517241379310345
179274	5	1.0
179274	6	0.6743295019157088
179564	0	0.5
179564	1	0.3333333333333333
179564	2	1.0
179564	3	0.5
179564	4	0.8888888888888888
179564	5	0.5555555555555556
179564	6	0.5
179579	0	0.9420289855072463
179579	1	0.5217391304347826
179579	2	0.5434782608695653
179579	3	0.2173913043478261
179579	4	0.5434782608695653
179579	5	0.4347826086956522
179579	6	1.0
179600	0	0.5
179600	1	0.5833333333333334
179600	2	1.0
179600	3	0.4166666666666667
179600	4	0.75
179600	5	0.8333333333333334
179600	6	0.39999999999999997
179615	0	0.6792452830188679
179615	1	0.5834542815674891
179615	2	0.8264150943396226
179615	3	0.9056603773584905
179615	4	0.7576197387518142
179615	5	0.7358490566037735
179615	6	1.0
205209	0	0.16445544554455446
205209	1	0.7659405940594061
205209	2	0.7230198019801981
205209	3	1.0
205209	4	0.0
205209	5	0.11569306930693068
205209	6	0.2014851485148515
205381	0	0.4516129032258064
205381	1	0.9408602150537634
205381	2	0.4516129032258064
205381	3	0.4147465437788019
205381	4	0.48387096774193544
205381	5	0.9408602150537634
205381	6	1.0
205387	0	0.586046511627907
205387	1	0.3798449612403101
205387	2	1.0
205387	3	0.37790697674418605
205387	4	0.9677002583979328
205387	5	0.7325581395348837
205387	6	0.633720930232558
205486	0	0.48780487804878053
205486	1	0.8231707317073171
205486	2	0.3170731707317074
205486	3	0.467479674796748
205486	4	0.426829268292683
205486	5	1.0
205486	6	0.6341463414634148
205557	0	0.7272727272727273
205557	1	0.6818181818181818
205557	2	0.9848484848484848
205557	3	0.606060606060606
205557	4	1.0
205557	5	0.9090909090909091
205557	6	0.7954545454545454
207857	0	0.6517857142857143
207857	1	0.765625
207857	2	0.5220588235294118
207857	3	1.0
207857	4	0.9903846153846154
207857	5	0.6354166666666666
207857	6	0.6041666666666666
208384	0	0.9122807017543859
208384	1	0.7578947368421053
208384	2	0.6052631578947368
208384	3	0.8390092879256966
208384	4	0.669172932330827
208384	5	0.9097744360902255
208384	6	1.0
208386	0	0.30476190476190473
208386	1	0.6952380952380952
208386	2	0.3888888888888889
208386	3	0.4666666666666667
208386	4	0.8222222222222223
208386	5	0.1904761904761905
208386	6	1.0
208426	0	0.5480769230769231
208426	1	0.9020979020979022
208426	2	0.6923076923076924
208426	3	0.576923076923077
208426	4	0.4903846153846154
208426	5	1.0
208426	6	0.9807692307692308
208498	0	0.609375
208498	1	0.45
208498	2	0.65
208498	3	0.8333333333333334
208498	4	0.4027777777777778
208498	5	1.0
208498	6	0.55
208514	0	0.6568501920614596
208514	1	0.6240520043336945
208514	2	0.5915492957746479
208514	3	0.795134443021767
208514	4	0.6971830985915493
208514	5	1.0
208514	6	0.9380281690140845
208530	0	0.0
208530	1	0.24509375
208530	2	0.23475000000000001
208530	3	0.23321875
208530	4	0.3003125
208530	5	0.0
208530	6	1.0
208539	0	0.863244176013805
208539	1	1.0
208539	2	0.7135461604831751
208539	3	0.617809893586425
208539	4	0.9227782571182054
208539	5	0.934114658230275
208539	6	0.9682556801840666
208659	0	0.6982758620689655
208659	1	0.4211822660098522
208659	2	0.5431034482758621
208659	3	0.5818965517241379
208659	4	0.7536945812807881
208659	5	0.9310344827586207
208659	6	1.0
208699	0	0.24561403508771928
208699	1	0.24951267056530213
208699	2	0.22807017543859648
208699	3	0.22456140350877193
208699	4	0.2923976608187135
208699	5	1.0
208699	6	0.1904761904761905
209085	0	0.65
209085	1	0.7361111111111112
209085	2	0.3333333333333333
209085	3	0.9666666666666667
209085	4	0.5555555555555556
209085	5	0.7777777777777778
209085	6	1.0
210520	0	0.4090909090909091
210520	1	0.4090909090909091
210520	2	0.5454545454545455
210520	3	1.0
210520	4	0.0
210520	5	0.27272727272727276
210520	6	0.27272727272727276
210798	0	0.5729166666666666
210798	1	1.0
210798	2	0.6402116402116402
210798	3	0.4365079365079365
210798	4	0.6666666666666666
210798	5	0.8184523809523809
210798	6	0.6547619047619048
211203	0	0.8255813953488372
211203	1	0.5494186046511628
211203	2	0.34011627906976744
211203	3	0.3588039867109634
211203	4	0.511180679785331
211203	5	0.7521802325581396
211203	6	1.0
211205	0	0.45161290322580644
211205	1	0.17741935483870966
211205	2	0.632258064516129
211205	3	1.0
211205	4	0.6947890818858561
211205	5	0.5080645161290323
211205	6	0.48924731182795694
211206	0	0.6119402985074627
211206	1	1.0
211206	2	0.47761194029850745
211206	3	0.3449419568822554
211206	4	0.43781094527363185
211206	5	0.23880597014925373
211206	6	0.47761194029850745
211999	0	0.5384615384615384
211999	1	1.0
211999	2	0.7692307692307693
211999	3	0.32167832167832167
211999	4	0.4230769230769231
211999	5	0.3076923076923077
211999	6	0.9230769230769231
212550	0	0.6111111111111112
212550	1	0.6666666666666666
212550	2	0.873015873015873
212550	3	1.0
212550	4	0.6481481481481481
212550	5	0.5952380952380952
212550	6	0.5808080808080808
212552	0	0.821917808219178
212552	1	0.6575342465753424
212552	2	0.5753424657534246
212552	3	0.9878234398782343
212552	4	0.4520547945205479
212552	5	1.0
212552	6	0.62426614481409
213066	0	1.0
213066	1	0.607638888888889
213066	2	0.18229166666666669
213066	3	0.5303030303030303
213066	4	0.8912037037037037
213066	5	0.5671296296296297
213066	6	0.5509259259259259
213652	0	0.6162464985994398
213652	1	0.8974789915966388
213652	2	0.773109243697479
213652	3	1.0
213652	4	0.6722689075630253
213652	5	0.43086325439266615
213652	6	0.638655462184874
213653	0	0.4821428571428572
213653	1	0.45
